utterance_id,activation,valence,dominance,activation_norm,valence_norm,dominance_norm,source_file,text
Ses03M_script02_M006,2,2,4,0.25,0.25,0.75,Ses03M_atr.txt,The team is serene about the project.
Ses03M_script02_M007,4,2,5,0.75,0.25,1.0,Ses03M_atr.txt,What started as a vigorous conversation quickly turned forceful.
Ses03F_impro02_F008,4,5,5,0.75,1.0,1.0,Ses03F_atr.txt,The news made me exhilarated.
Ses03M_impro02_M009,5,4,1,1.0,0.75,0.0,Ses03M_atr.txt,The conversation left me feeling passionate.
Ses03F_impro02_F010,5,1,4,1.0,0.0,0.75,Ses03F_atr.txt,The results made everyone hyper.
Ses03M_script02_M011,2,3,1,0.25,0.5,0.0,Ses03M_atr.txt,That experience was weak.
Ses03F_script02_F012,1,1,5,0.0,0.0,1.0,Ses03F_atr.txt,The situation is unhappy for all of us.
Ses03M_script02_M013,5,2,4,1.0,0.25,0.75,Ses03M_atr.txt,"The project started out forceful, but ended up being quite controlling."
Ses03M_script02_M014,1,4,3,0.0,0.75,0.5,Ses03M_atr.txt,The results made everyone satisfied.
Ses03M_script02_M015,4,3,1,0.75,0.5,0.0,Ses03M_atr.txt,"The feedback was mostly happy, with some animated comments mixed in."
Ses03M_script02_M016,3,2,2,0.5,0.25,0.25,Ses03M_atr.txt,The meeting was miserable and productive.
Ses03F_impro02_F017,5,1,4,1.0,0.0,0.75,Ses03F_atr.txt,This situation makes me feel powerful.
Ses03M_script02_M018,2,3,1,0.25,0.5,0.0,Ses03M_atr.txt,The meeting was lovely and productive.
Ses03F_script02_F019,4,5,1,0.75,1.0,0.0,Ses03F_atr.txt,"Although the situation seems beautiful, I believe it will become beautiful soon."
Ses03F_script03_F001,4,4,4,0.75,0.75,0.75,Ses03F_atr.txt,I'm delighted because of the recent events.
Ses03F_script03_F002,2,5,3,0.25,1.0,0.5,Ses03F_atr.txt,"While the presentation was happy, the audience response was mellow."
Ses03F_impro03_F003,3,2,5,0.5,0.25,1.0,Ses03F_atr.txt,I've been feeling dreadful lately.
Ses03F_script03_F004,2,4,3,0.25,0.75,0.5,Ses03F_atr.txt,What started as a forceful conversation quickly turned incapable.
Ses03F_impro03_F005,2,3,5,0.25,0.5,1.0,Ses03F_atr.txt,"The team was terrific about the deadline, but detached about the quality of work."
Ses03F_impro03_F006,3,1,1,0.5,0.0,0.0,Ses03F_atr.txt,"While the presentation was powerless, the audience response was inactive."
Ses03M_impro03_M007,2,3,1,0.25,0.5,0.0,Ses03M_atr.txt,"I was ecstatic at first, but after thinking about it, I feel ineffective."
Ses03M_script03_M008,3,1,3,0.5,0.0,0.5,Ses03M_atr.txt,I'm awful because of the recent events.
Ses03M_script03_M009,4,4,3,0.75,0.75,0.5,Ses03M_atr.txt,My day has been excellent.
Ses03F_impro03_F010,1,3,3,0.0,0.5,0.5,Ses03F_atr.txt,"While the presentation was detached, the audience response was serene."
Ses03F_script03_F011,3,4,3,0.5,0.75,0.5,Ses03F_atr.txt,"The project started out vigorous, but ended up being quite energetic."
Ses03F_impro03_F012,5,4,1,1.0,0.75,0.0,Ses03F_atr.txt,I'm in a unsure mood.
Ses03F_impro03_F013,3,2,5,0.5,0.25,1.0,Ses03F_atr.txt,"While the presentation was courageous, the audience response was masterful."
Ses03M_impro03_M014,2,2,2,0.25,0.25,0.25,Ses03M_atr.txt,The conversation left me feeling downcast.
Ses03F_script03_F015,3,5,5,0.5,1.0,1.0,Ses03F_atr.txt,The conversation left me feeling dominant.
Ses03M_impro03_M016,5,3,2,1.0,0.5,0.25,Ses03M_atr.txt,Everything seems aroused at the moment.
Ses03F_impro03_F017,1,1,2,0.0,0.0,0.25,Ses03F_atr.txt,I've been feeling mellow lately.
Ses03F_impro03_F018,1,3,2,0.0,0.5,0.25,Ses03F_atr.txt,"I've been feeling mellow all day, but now I'm starting to feel drowsy."
Ses03F_script03_F019,1,4,2,0.0,0.75,0.25,Ses03F_atr.txt,We were all satisfied after hearing the news.
Ses03M_impro04_M001,1,2,1,0.0,0.25,0.0,Ses03M_atr.txt,We were all still after hearing the news.
Ses03M_impro04_M002,4,1,2,0.75,0.0,0.25,Ses03M_atr.txt,The team is horrible about the project.
Ses03F_impro04_F003,4,3,1,0.75,0.5,0.0,Ses03F_atr.txt,The atmosphere feels unskilled.
Ses03F_script04_F004,5,1,4,1.0,0.0,0.75,Ses03F_atr.txt,I've been feeling sad lately.
Ses03M_impro04_M005,4,4,1,0.75,0.75,0.0,Ses03M_atr.txt,The situation is dynamic for all of us.
Ses03M_script04_M006,5,2,4,1.0,0.25,0.75,Ses03M_atr.txt,We were all dreadful after hearing the news.
Ses03F_impro04_F007,2,5,4,0.25,1.0,0.75,Ses03F_atr.txt,What started as a capable conversation quickly turned skilled.
Ses03F_impro04_F008,3,2,5,0.5,0.25,1.0,Ses03F_atr.txt,Everything seems upset at the moment.
Ses03M_script04_M009,3,2,3,0.5,0.25,0.5,Ses03M_atr.txt,"The team was authoritative about the deadline, but serene about the quality of work."
Ses03F_script04_F010,4,2,4,0.75,0.25,0.75,Ses03F_atr.txt,This situation makes me feel dejected.
Ses03F_script04_F011,5,2,1,1.0,0.25,0.0,Ses03F_atr.txt,The results made everyone uncertain.
Ses03F_impro04_F012,3,2,2,0.5,0.25,0.25,Ses03F_atr.txt,The results made everyone unhappy.
Ses03M_script04_M013,3,2,3,0.5,0.25,0.5,Ses03M_atr.txt,"Despite feeling passionate about the challenge, I approached it with a capable attitude."
Ses03M_script04_M014,5,3,1,1.0,0.5,0.0,Ses03M_atr.txt,Everything seems aroused at the moment.
Ses03F_script04_F015,5,2,3,1.0,0.25,0.5,Ses03F_atr.txt,This situation makes me feel bad.
Ses03F_impro04_F016,5,5,1,1.0,1.0,0.0,Ses03F_atr.txt,Everything seems dependent at the moment.
Ses03M_script04_M017,2,4,2,0.25,0.75,0.25,Ses03M_atr.txt,The team is uninterested about the project.
Ses03M_script04_M018,5,4,3,1.0,0.75,0.5,Ses03M_atr.txt,"I was ecstatic at first, but after thinking about it, I feel dependent."
Ses03F_impro04_F019,1,5,1,0.0,1.0,0.0,Ses03F_atr.txt,I've been feeling ecstatic lately.
Ses03F_script05_F001,2,1,3,0.25,0.0,0.5,Ses03F_atr.txt,The meeting was effective and productive.
Ses03F_impro05_F002,1,3,1,0.0,0.5,0.0,Ses03F_atr.txt,"I've been feeling uncertain all day, but now I'm starting to feel bored."
Ses03F_script05_F003,2,1,2,0.25,0.0,0.25,Ses03F_atr.txt,"While the presentation was tragic, the audience response was uncertain."
Ses03F_impro05_F004,2,3,4,0.25,0.5,0.75,Ses03F_atr.txt,I'm lovely because of the recent events.
Ses03M_script05_M005,1,5,2,0.0,1.0,0.25,Ses03M_atr.txt,"While the presentation was wonderful, the audience response was doubtful."
Ses03F_impro05_F006,5,5,2,1.0,1.0,0.25,Ses03F_atr.txt,I'm active because of the recent events.
Ses03M_script05_M007,3,5,4,0.5,1.0,0.75,Ses03M_atr.txt,"I was frenzied at first, but after thinking about it, I feel sleepy."
Ses03M_script05_M008,3,3,3,0.5,0.5,0.5,Ses03M_atr.txt,I can't help but feel commanding right now.
Ses03M_script05_M009,2,4,4,0.25,0.75,0.75,Ses03M_atr.txt,The movie had a confident beginning but a positive ending.
Ses03F_impro05_F010,2,1,4,0.25,0.0,0.75,Ses03F_atr.txt,"The team was apathetic about the deadline, but terrible about the quality of work."
Ses03F_impro05_F011,1,5,2,0.0,1.0,0.25,Ses03F_atr.txt,I am doubtful about what happened.
Ses03M_script05_M012,2,4,5,0.25,0.75,1.0,Ses03M_atr.txt,That experience was bored.
Ses03F_impro05_F013,5,4,1,1.0,0.75,0.0,Ses03F_atr.txt,That experience was anxious.
Ses03M_impro05_M014,3,5,3,0.5,1.0,0.5,Ses03M_atr.txt,Everything seems commanding at the moment.
Ses03F_impro05_F015,3,2,1,0.5,0.25,0.0,Ses03F_atr.txt,The conversation left me feeling insecure.
Ses03M_script05_M016,2,1,5,0.25,0.0,1.0,Ses03M_atr.txt,"The feedback was mostly serene, with some forceful comments mixed in."
Ses03F_script05_F017,3,2,5,0.5,0.25,1.0,Ses03F_atr.txt,I am authoritative about what happened.
Ses03F_impro05_F018,4,3,5,0.75,0.5,1.0,Ses03F_atr.txt,The movie had a potent beginning but a amazing ending.
Ses03F_script05_F019,1,4,1,0.0,0.75,0.0,Ses03F_atr.txt,Everything seems shy at the moment.
Ses03F_impro06_F001,3,3,4,0.5,0.5,0.75,Ses03F_atr.txt,The atmosphere feels mighty.
Ses03M_script06_M002,1,3,4,0.0,0.5,0.75,Ses03M_atr.txt,I'm sleepy because of the recent events.
Ses03M_script06_M003,4,3,4,0.75,0.5,0.75,Ses03M_atr.txt,"I was joyful at first, but after thinking about it, I feel commanding."
Ses03M_impro06_M004,5,5,5,1.0,1.0,1.0,Ses03M_atr.txt,Everything seems satisfied at the moment.
Ses03M_impro06_M005,2,1,3,0.25,0.0,0.5,Ses03M_atr.txt,This situation makes me feel sluggish.
Ses03F_impro06_F006,5,3,2,1.0,0.5,0.25,Ses03F_atr.txt,"The project started out shy, but ended up being quite terrific."
Ses03F_script06_F007,5,4,4,1.0,0.75,0.75,Ses03F_atr.txt,I'm brave because of the recent events.
Ses03F_impro06_F008,2,2,2,0.25,0.25,0.25,Ses03F_atr.txt,I am placid about what happened.
Ses03F_impro06_F009,1,5,4,0.0,1.0,0.75,Ses03F_atr.txt,"Although the situation seems courageous, I believe it will become tired soon."
Ses03F_script06_F010,4,4,5,0.75,0.75,1.0,Ses03F_atr.txt,I feel animated today.
Ses03F_impro06_F011,3,5,2,0.5,1.0,0.25,Ses03F_atr.txt,"The project started out afraid, but ended up being quite happy."
Ses03F_impro06_F012,4,3,3,0.75,0.5,0.5,Ses03F_atr.txt,The situation is excited for all of us.
Ses03F_script06_F013,2,2,5,0.25,0.25,1.0,Ses03F_atr.txt,"Although the situation seems relaxed, I believe it will become influential soon."
Ses03M_impro06_M014,4,4,2,0.75,0.75,0.25,Ses03M_atr.txt,The feedback was intense and helpful.
Ses03F_impro06_F015,3,3,2,0.5,0.5,0.25,Ses03F_atr.txt,"I was agitated at first, but after thinking about it, I feel weak."
Ses03F_script06_F016,2,5,4,0.25,1.0,0.75,Ses03F_atr.txt,The team is bold about the project.
Ses03F_impro06_F017,5,5,5,1.0,1.0,1.0,Ses03F_atr.txt,"Although the situation seems frenzied, I believe it will become delighted soon."
Ses03F_script06_F018,3,5,5,0.5,1.0,1.0,Ses03F_atr.txt,My day has been potent.
Ses03F_impro06_F019,2,4,4,0.25,0.75,0.75,Ses03F_atr.txt,The atmosphere feels elated.
Ses03F_script07_F001,2,1,3,0.25,0.0,0.5,Ses03F_atr.txt,"Although the situation seems forceful, I believe it will become horrible soon."
Ses03M_impro07_M002,3,1,3,0.5,0.0,0.5,Ses03M_atr.txt,I can't help but feel strong right now.
Ses03F_script07_F003,3,4,1,0.5,0.75,0.0,Ses03F_atr.txt,The situation is inferior for all of us.
Ses03M_script07_M004,4,5,2,0.75,1.0,0.25,Ses03M_atr.txt,Everything seems agitated at the moment.
Ses03M_impro07_M005,5,3,2,1.0,0.5,0.25,Ses03M_atr.txt,Everything seems lovely at the moment.
Ses03M_impro07_M006,4,2,2,0.75,0.25,0.25,Ses03M_atr.txt,"The team was enthusiastic about the deadline, but terrible about the quality of work."
Ses03M_impro07_M007,5,2,4,1.0,0.25,0.75,Ses03M_atr.txt,Everything seems passionate at the moment.
Ses03F_impro07_F008,4,4,3,0.75,0.75,0.5,Ses03F_atr.txt,"The project started out cheerful, but ended up being quite powerful."
Ses03M_script07_M009,2,2,5,0.25,0.25,1.0,Ses03M_atr.txt,The movie had a still beginning but a fearless ending.
Ses03F_script07_F010,5,4,1,1.0,0.75,0.0,Ses03F_atr.txt,"I've been feeling passionate all day, but now I'm starting to feel subordinate."
Ses03F_impro07_F011,5,4,1,1.0,0.75,0.0,Ses03F_atr.txt,That experience was incapable.
Ses03F_script07_F012,3,4,3,0.5,0.75,0.5,Ses03F_atr.txt,The conversation left me feeling masterful.
Ses03F_impro07_F013,1,1,5,0.0,0.0,1.0,Ses03F_atr.txt,We were all assertive after hearing the news.
Ses03M_impro07_M014,4,5,2,0.75,1.0,0.25,Ses03M_atr.txt,My day has been incapable.
Ses03F_script07_F015,3,2,3,0.5,0.25,0.5,Ses03F_atr.txt,The atmosphere feels dominant.
Ses03M_script07_M016,2,2,3,0.25,0.25,0.5,Ses03M_atr.txt,The team is bad about the project.
Ses03M_script07_M017,3,5,4,0.5,1.0,0.75,Ses03M_atr.txt,The news made me beautiful.
Ses03M_script07_M018,3,4,2,0.5,0.75,0.25,Ses03M_atr.txt,The feedback was unskilled and helpful.
Ses03F_impro07_F019,2,3,4,0.25,0.5,0.75,Ses03F_atr.txt,"The project started out cheerful, but ended up being quite dismal."
Ses03F_impro08_F001,5,4,4,1.0,0.75,0.75,Ses03F_atr.txt,The atmosphere feels fantastic.
Ses03F_impro08_F002,2,2,3,0.25,0.25,0.5,Ses03F_atr.txt,The movie had a distressed beginning but a inactive ending.
Ses03M_script08_M003,1,2,5,0.0,0.25,1.0,Ses03M_atr.txt,"The team was disheartening about the deadline, but dismal about the quality of work."
Ses03M_impro08_M004,4,3,2,0.75,0.5,0.25,Ses03M_atr.txt,"Despite feeling vulnerable about the challenge, I approached it with a helpless attitude."
Ses03F_script08_F005,1,1,3,0.0,0.0,0.5,Ses03F_atr.txt,The movie had a horrible beginning but a placid ending.
Ses03F_impro08_F006,3,2,5,0.5,0.25,1.0,Ses03F_atr.txt,That experience was energetic.
Ses03F_script08_F007,3,5,5,0.5,1.0,1.0,Ses03F_atr.txt,"The project started out spirited, but ended up being quite amazing."
Ses03F_script08_F008,5,5,3,1.0,1.0,0.5,Ses03F_atr.txt,"The project started out cheerful, but ended up being quite animated."
Ses03M_script08_M009,1,1,3,0.0,0.0,0.5,Ses03M_atr.txt,That experience was unpleasant.
Ses03F_impro08_F010,1,5,3,0.0,1.0,0.5,Ses03F_atr.txt,"I've been feeling strong all day, but now I'm starting to feel ecstatic."
Ses03F_script08_F011,1,1,4,0.0,0.0,0.75,Ses03F_atr.txt,This situation makes me feel unhappy.
Ses03F_script08_F012,5,1,5,1.0,0.0,1.0,Ses03F_atr.txt,This outcome is powerful for me.
Ses03M_script08_M013,3,2,1,0.5,0.25,0.0,Ses03M_atr.txt,The movie had a unsure beginning but a relaxed ending.
Ses03M_script08_M014,1,3,2,0.0,0.5,0.25,Ses03M_atr.txt,The news made me afraid.
Ses03M_impro08_M015,3,3,5,0.5,0.5,1.0,Ses03M_atr.txt,"The project started out thrilled, but ended up being quite influential."
Ses03M_impro08_M016,1,4,3,0.0,0.75,0.5,Ses03M_atr.txt,"While the presentation was beautiful, the audience response was passive."
Ses03F_impro08_F017,5,5,2,1.0,1.0,0.25,Ses03F_atr.txt,What started as a wild conversation quickly turned amazing.
Ses03M_script08_M018,5,2,3,1.0,0.25,0.5,Ses03M_atr.txt,"The project started out frenzied, but ended up being quite negative."
Ses03F_script08_F019,1,3,5,0.0,0.5,1.0,Ses03F_atr.txt,The movie had a glad beginning but a heartbroken ending.
Ses03M_script09_M001,2,1,2,0.25,0.0,0.25,Ses03M_atr.txt,This situation makes me feel sleepy.
Ses03M_impro09_M002,4,5,5,0.75,1.0,1.0,Ses03M_atr.txt,What started as a capable conversation quickly turned skilled.
Ses03F_impro09_F003,1,4,3,0.0,0.75,0.5,Ses03F_atr.txt,My day has been forceful.
Ses03M_impro09_M004,1,2,5,0.0,0.25,1.0,Ses03M_atr.txt,The feedback was brave and helpful.
Ses03M_script09_M005,1,1,2,0.0,0.0,0.25,Ses03M_atr.txt,"Although the situation seems dreadful, I believe it will become gloomy soon."
Ses03F_script09_F006,5,5,1,1.0,1.0,0.0,Ses03F_atr.txt,I feel positive today.
Ses03M_script09_M007,3,2,2,0.5,0.25,0.25,Ses03M_atr.txt,The news made me helpless.
Ses03F_script09_F008,5,5,4,1.0,1.0,0.75,Ses03F_atr.txt,My day has been brave.
Ses03F_script09_F009,1,2,1,0.0,0.25,0.0,Ses03F_atr.txt,"I was doubtful at first, but after thinking about it, I feel mellow."
Ses03F_impro09_F010,5,1,5,1.0,0.0,1.0,Ses03F_atr.txt,"The team was disheartening about the deadline, but effective about the quality of work."
Ses03F_impro09_F011,1,4,5,0.0,0.75,1.0,Ses03F_atr.txt,I'm in a brave mood.
Ses03F_impro09_F012,5,5,5,1.0,1.0,1.0,Ses03F_atr.txt,The conversation left me feeling courageous.
Ses03M_script09_M013,5,4,4,1.0,0.75,0.75,Ses03M_atr.txt,"I was content at first, but after thinking about it, I feel electrified."
Ses03F_script09_F014,5,2,1,1.0,0.25,0.0,Ses03F_atr.txt,I feel unhappy today.
Ses03M_script09_M015,3,3,2,0.5,0.5,0.25,Ses03M_atr.txt,The meeting was amazing and productive.
Ses03M_impro09_M016,2,4,1,0.25,0.75,0.0,Ses03M_atr.txt,What started as a tranquil conversation quickly turned uninterested.
Ses03F_script09_F017,3,1,2,0.5,0.0,0.25,Ses03F_atr.txt,The team is sorrowful about the project.
Ses03F_script09_F018,5,3,1,1.0,0.5,0.0,Ses03F_atr.txt,I've been feeling hyper lately.
Ses03M_impro09_M019,3,4,4,0.5,0.75,0.75,Ses03M_atr.txt,We were all enthusiastic after hearing the news.
Ses03M_impro10_M001,2,2,3,0.25,0.25,0.5,Ses03M_atr.txt,I'm distressed because of the recent events.
Ses03M_script10_M002,3,5,4,0.5,1.0,0.75,Ses03M_atr.txt,We were all passionate after hearing the news.
Ses03M_impro10_M003,3,4,3,0.5,0.75,0.5,Ses03M_atr.txt,I'm in a agitated mood.
Ses03F_impro10_F004,2,3,4,0.25,0.5,0.75,Ses03F_atr.txt,This situation makes me feel drowsy.
Ses03M_script10_M005,4,2,3,0.75,0.25,0.5,Ses03M_atr.txt,I can't help but feel masterful right now.
Ses03M_script10_M006,1,2,1,0.0,0.25,0.0,Ses03M_atr.txt,We were all incompetent after hearing the news.
Ses03F_impro10_F007,1,3,2,0.0,0.5,0.25,Ses03F_atr.txt,"While the presentation was placid, the audience response was terrible."
Ses03M_impro10_M008,3,4,2,0.5,0.75,0.25,Ses03M_atr.txt,The conversation left me feeling joyful.
Ses03F_script10_F009,5,1,5,1.0,0.0,1.0,Ses03F_atr.txt,The situation is electrified for all of us.
Ses03M_script10_M010,5,1,1,1.0,0.0,0.0,Ses03M_atr.txt,Everything seems gloomy at the moment.
Ses03F_impro10_F011,3,3,4,0.5,0.5,0.75,Ses03F_atr.txt,I've been feeling efficient lately.
Ses03M_impro10_M012,2,4,5,0.25,0.75,1.0,Ses03M_atr.txt,My day has been amazing.
Ses03M_script10_M013,2,4,2,0.25,0.75,0.25,Ses03M_atr.txt,I've been feeling gentle lately.
Ses03M_script10_M014,3,4,3,0.5,0.75,0.5,Ses03M_atr.txt,This situation makes me feel potent.
Ses03M_impro10_M015,4,4,4,0.75,0.75,0.75,Ses03M_atr.txt,The feedback was content and helpful.
Ses03F_script10_F016,5,3,5,1.0,0.5,1.0,Ses03F_atr.txt,The news made me authoritative.
Ses03F_impro10_F017,1,1,5,0.0,0.0,1.0,Ses03F_atr.txt,The meeting was determined and productive.
Ses03M_impro10_M018,3,2,5,0.5,0.25,1.0,Ses03M_atr.txt,The team is stimulated about the project.
Ses03F_impro10_F019,2,1,5,0.25,0.0,1.0,Ses03F_atr.txt,"The project started out downcast, but ended up being quite horrible."
Ses03M_impro11_M001,2,2,3,0.25,0.25,0.5,Ses03M_atr.txt,The meeting was skilled and productive.
Ses03M_script11_M002,4,2,3,0.75,0.25,0.5,Ses03M_atr.txt,The news made me painful.
Ses03M_script11_M003,1,5,5,0.0,1.0,1.0,Ses03M_atr.txt,The meeting was gentle and productive.
Ses03M_script11_M004,4,1,2,0.75,0.0,0.25,Ses03M_atr.txt,"Although the situation seems subordinate, I believe it will become spirited soon."
Ses03F_impro11_F005,1,2,3,0.0,0.25,0.5,Ses03F_atr.txt,I am still about what happened.
Ses03F_script11_F006,4,5,4,0.75,1.0,0.75,Ses03F_atr.txt,I can't help but feel dynamic right now.
Ses03M_impro11_M007,2,4,5,0.25,0.75,1.0,Ses03M_atr.txt,I can't help but feel mighty right now.
Ses03F_impro11_F008,3,4,5,0.5,0.75,1.0,Ses03F_atr.txt,The team is intense about the project.
Ses03F_impro11_F009,5,4,2,1.0,0.75,0.25,Ses03F_atr.txt,The results made everyone anxious.
Ses03M_script11_M010,2,1,1,0.25,0.0,0.0,Ses03M_atr.txt,The meeting was drowsy and productive.
Ses03F_impro11_F011,2,2,5,0.25,0.25,1.0,Ses03F_atr.txt,The feedback was unpleasant and helpful.
Ses03F_script11_F012,4,4,1,0.75,0.75,0.0,Ses03F_atr.txt,I am dynamic about what happened.
Ses03M_script11_M013,1,5,1,0.0,1.0,0.0,Ses03M_atr.txt,I can't help but feel calm right now.
Ses03F_impro11_F014,4,3,2,0.75,0.5,0.25,Ses03F_atr.txt,I'm agitated because of the recent events.
Ses03F_script11_F015,4,3,1,0.75,0.5,0.0,Ses03F_atr.txt,My day has been shy.
Ses03F_script11_F016,5,3,2,1.0,0.5,0.25,Ses03F_atr.txt,"The feedback was mostly excellent, with some alert comments mixed in."
Ses03M_script11_M017,3,2,4,0.5,0.25,0.75,Ses03M_atr.txt,"While the presentation was painful, the audience response was fearless."
Ses03F_impro11_F018,1,4,3,0.0,0.75,0.5,Ses03F_atr.txt,This situation makes me feel detached.
Ses03M_script11_M019,1,3,5,0.0,0.5,1.0,Ses03M_atr.txt,The results made everyone uninterested.
Ses03F_impro12_F001,1,5,4,0.0,1.0,0.75,Ses03F_atr.txt,I've been feeling fearless lately.
Ses03F_impro12_F002,5,3,5,1.0,0.5,1.0,Ses03F_atr.txt,That experience was awesome.
Ses03F_script12_F003,5,4,1,1.0,0.75,0.0,Ses03F_atr.txt,I feel afraid today.
Ses03F_impro12_F004,2,3,2,0.25,0.5,0.25,Ses03F_atr.txt,The feedback was fearful and helpful.
Ses03F_impro12_F005,5,4,2,1.0,0.75,0.25,Ses03F_atr.txt,This outcome is wild for me.
Ses03M_script12_M006,1,2,5,0.0,0.25,1.0,Ses03M_atr.txt,The situation is decisive for all of us.
Ses03F_script12_F007,3,5,5,0.5,1.0,1.0,Ses03F_atr.txt,I can't help but feel controlling right now.
Ses03M_impro12_M008,1,5,1,0.0,1.0,0.0,Ses03M_atr.txt,"The feedback was mostly lovely, with some insecure comments mixed in."
Ses03M_script12_M009,4,4,5,0.75,0.75,1.0,Ses03M_atr.txt,We were all intense after hearing the news.
Ses03F_impro12_F010,2,3,4,0.25,0.5,0.75,Ses03F_atr.txt,"While the presentation was assertive, the audience response was influential."
Ses03M_impro12_M011,1,2,3,0.0,0.25,0.5,Ses03M_atr.txt,That experience was drowsy.
Ses03M_script12_M012,2,5,3,0.25,1.0,0.5,Ses03M_atr.txt,The conversation left me feeling satisfied.
Ses03F_script12_F013,3,4,2,0.5,0.75,0.25,Ses03F_atr.txt,That experience was vulnerable.
Ses03M_impro12_M014,2,2,1,0.25,0.25,0.0,Ses03M_atr.txt,I am doubtful about what happened.
Ses03M_script12_M015,3,1,2,0.5,0.0,0.25,Ses03M_atr.txt,I'm animated because of the recent events.
Ses03M_script12_M016,1,2,1,0.0,0.25,0.0,Ses03M_atr.txt,"The project started out helpless, but ended up being quite inferior."
Ses03M_impro12_M017,1,2,4,0.0,0.25,0.75,Ses03M_atr.txt,I feel tranquil today.
Ses03M_impro12_M018,3,1,5,0.5,0.0,1.0,Ses03M_atr.txt,I am sad about what happened.
Ses03M_impro12_M019,1,4,1,0.0,0.75,0.0,Ses03M_atr.txt,"The project started out excellent, but ended up being quite unsure."
Ses04F_impro01_F001,5,3,5,1.0,0.5,1.0,Ses04F_atr.txt,I'm amazing because of the recent events.
Ses04F_script01_F002,2,2,1,0.25,0.25,0.0,Ses04F_atr.txt,My day has been inactive.
Ses04M_impro01_M003,4,4,3,0.75,0.75,0.5,Ses04M_atr.txt,"The team was cheerful about the deadline, but excited about the quality of work."
Ses04M_impro01_M004,3,2,2,0.5,0.25,0.25,Ses04M_atr.txt,"Despite feeling afraid about the challenge, I approached it with a ineffective attitude."
Ses04M_impro01_M005,1,3,1,0.0,0.5,0.0,Ses04M_atr.txt,"I was vulnerable at first, but after thinking about it, I feel upset."
Ses04F_impro01_F006,4,4,1,0.75,0.75,0.0,Ses04F_atr.txt,My day has been subordinate.
Ses04F_script01_F007,3,3,3,0.5,0.5,0.5,Ses04F_atr.txt,The results made everyone beautiful.
Ses04M_script01_M008,2,4,4,0.25,0.75,0.75,Ses04M_atr.txt,The conversation left me feeling passive.
Ses04M_impro01_M009,1,3,3,0.0,0.5,0.5,Ses04M_atr.txt,The news made me satisfied.
Ses04F_impro01_F010,5,1,5,1.0,0.0,1.0,Ses04F_atr.txt,"Despite feeling upset about the challenge, I approached it with a aroused attitude."
Ses04F_script01_F011,3,5,5,0.5,1.0,1.0,Ses04F_atr.txt,The conversation left me feeling awesome.
Ses04M_script01_M012,3,2,5,0.5,0.25,1.0,Ses04M_atr.txt,"I've been feeling commanding all day, but now I'm starting to feel decisive."
Ses04F_impro01_F013,5,3,2,1.0,0.5,0.25,Ses04F_atr.txt,"The project started out hesitant, but ended up being quite thrilled."
Ses04F_script01_F014,1,1,1,0.0,0.0,0.0,Ses04F_atr.txt,This outcome is gloomy for me.
Ses04M_impro01_M015,4,4,2,0.75,0.75,0.25,Ses04M_atr.txt,I've been feeling thrilled lately.
Ses04F_impro01_F016,3,2,2,0.5,0.25,0.25,Ses04F_atr.txt,This outcome is downcast for me.
Ses04F_impro01_F017,2,4,3,0.25,0.75,0.5,Ses04F_atr.txt,The team is sleepy about the project.
Ses04M_script01_M018,5,1,2,1.0,0.0,0.25,Ses04M_atr.txt,"I was sorrowful at first, but after thinking about it, I feel lively."
Ses04F_script01_F019,3,4,1,0.5,0.75,0.0,Ses04F_atr.txt,"The team was thrilled about the deadline, but amazing about the quality of work."
Ses04M_script02_M001,2,5,5,0.25,1.0,1.0,Ses04M_atr.txt,The situation is calm for all of us.
Ses04M_script02_M002,4,3,5,0.75,0.5,1.0,Ses04M_atr.txt,I can't help but feel agitated right now.
Ses04M_impro02_M003,5,4,4,1.0,0.75,0.75,Ses04M_atr.txt,I've been feeling exhilarated lately.
Ses04F_impro02_F004,1,5,2,0.0,1.0,0.25,Ses04F_atr.txt,The news made me serene.
Ses04F_script02_F005,3,4,4,0.5,0.75,0.75,Ses04F_atr.txt,What started as a powerful conversation quickly turned fantastic.
Ses04F_script02_F006,2,2,2,0.25,0.25,0.25,Ses04F_atr.txt,"Although the situation seems uncertain, I believe it will become afraid soon."
Ses04M_impro02_M007,4,3,2,0.75,0.5,0.25,Ses04M_atr.txt,"The feedback was mostly submissive, with some exhilarated comments mixed in."
Ses04F_impro02_F008,1,5,1,0.0,1.0,0.0,Ses04F_atr.txt,"I was inferior at first, but after thinking about it, I feel delighted."
Ses04M_impro02_M009,3,3,4,0.5,0.5,0.75,Ses04M_atr.txt,I am excellent about what happened.
Ses04F_impro02_F010,5,3,5,1.0,0.5,1.0,Ses04F_atr.txt,"Despite feeling potent about the challenge, I approached it with a assertive attitude."
Ses04F_impro02_F011,5,2,1,1.0,0.25,0.0,Ses04F_atr.txt,"Although the situation seems exhilarated, I believe it will become unskilled soon."
Ses04M_impro02_M012,2,2,1,0.25,0.25,0.0,Ses04M_atr.txt,"I was bad at first, but after thinking about it, I feel horrible."
Ses04F_impro02_F013,2,2,5,0.25,0.25,1.0,Ses04F_atr.txt,"While the presentation was influential, the audience response was sluggish."
Ses04M_script02_M014,5,3,1,1.0,0.5,0.0,Ses04M_atr.txt,The atmosphere feels electrified.
